0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.0,0.031055137515068054,0.0,-1.0294927960785571e-05,0.0,-0.06600616127252579,0.0,-0.15528100728988647,-1.728431016090326e-05,0.0,-0.21647964417934418,0.03494768962264061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.031055137515068054,0.0,-2.4350716557819396e-05,0.0,-3.246633013986866e-06,1.0445868968963623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.81109093723353e-05,-0.6143066883087158,0.053319353610277176
0.0,-2.4350716557819396e-05,0.0,0.004005949478596449,0.0,-0.01335054449737072,0.0,0.0,0.004672911949455738,0.0,0.0,0.05486379191279411,0.0,0.0,0.0,0.0,0.0,0.0,0.0016201690305024385
-1.0294927960785571e-05,0.0,0.004005949478596449,0.0,0.0,0.00029552046908065677,0.0,3.3207266330718994,0.0001414827274857089,0.0,0.0,5.736113962484524e-06,0.0,0.0,0.0,0.0,0.0,-0.49709007143974304,0.004561297129839659
0.0,-3.246633013986866e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-0.06600616127252579,1.0445868968963623,-0.01335054449737072,0.00029552046908065677,0.0,0.0,0.0,0.9082086682319641,1.8061909941025078e-05,0.0,0.0,-4.640030056179967e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.9430001974105835
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29746904969215393,0.0,0.0,0.029863957315683365,0.0,0.0,0.015287474729120731,0.003172535914927721
-0.15528100728988647,0.0,0.0,3.3207266330718994,0.0,0.9082086682319641,0.0,0.0,1.50273790495703e-05,0.0,-0.2248205840587616,-0.09956751763820648,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.728431016090326e-05,0.0,0.004672911949455738,0.0001414827274857089,0.0,1.8061909941025078e-05,0.0,1.50273790495703e-05,0.0,0.0,0.0,2.1779938833788037e-05,0.0,0.0,0.0,0.0,0.0,-0.34084799885749817,0.004342583939433098
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14561130106449127,0.0,0.0,0.0,-0.00012592693383339792
-0.21647964417934418,0.0,0.0,0.0,0.0,0.0,0.0,-0.2248205840587616,0.0,0.0,0.0,0.0,0.0,0.0,0.21749910712242126,0.0,0.0,-0.16432791948318481,0.0
0.03494768962264061,0.0,0.05486379191279411,5.736113962484524e-06,0.0,-4.640030056179967e-06,-0.29746904969215393,-0.09956751763820648,2.1779938833788037e-05,0.0,0.0,0.0,0.0,0.0,3.827784776687622,0.0,0.0,0.0,-1.5671976804733276
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1318556070327759,0.0,0.0,-0.0001924297248478979,-0.0265628844499588,0.24247032403945923
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1318556070327759,0.0,0.0,0.0,0.0,0.6236263513565063,0.3028205633163452
0.0,0.0,0.0,0.0,0.0,0.0,0.029863957315683365,0.0,0.0,0.14561130106449127,0.21749910712242126,3.827784776687622,0.0,0.0,0.0,0.0,0.0,-0.24982091784477234,0.09208113700151443
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.1555085519794375e-05
0.0,-3.81109093723353e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001924297248478979,0.0,0.0,0.0,0.0,0.0,0.0015362208941951394
0.0,-0.6143066883087158,0.0,-0.49709007143974304,-0.0,0.0,0.015287474729120731,0.0,-0.34084799885749817,0.0,-0.16432791948318481,0.0,-0.0265628844499588,0.6236263513565063,-0.24982091784477234,0.0,0.0,0.0,0.0
0.0,0.053319353610277176,0.0016201690305024385,0.004561297129839659,0.0,-0.9430001974105835,0.003172535914927721,0.0,0.004342583939433098,-0.00012592693383339792,0.0,-1.5671976804733276,0.24247032403945923,0.3028205633163452,0.09208113700151443,-5.1555085519794375e-05,0.0015362208941951394,0.0,0.0
